customer_id,age,gender,region,employment_type,annual_income_inr,credit_score,credit_utilization_ratio,missed_payments_12m,avg_late_payment_days,monthly_transaction_count,monthly_spend_inr,cash_advance_count_6m,complaints_last_6m,failed_login_attempts_3m,account_tenure_months,last_transaction_date,debt_balance_inr,risk_status
503698,40,Female,West,Salaried,31967,799,0.506,0,3.5,78,18913,0,0,3,65,2025-11-11,11246,0
503699,24,Male,North,Self-Employed,50461,,0.253,0,7.4,80,16312,0,0,0,19,2025-09-09,59588,0
503700,28,Female,West,Unemployed,53842,622,0.666,0,2.6,71,36265,1,0,0,97,2025-10-27,42431,0
503701,24,Female,Central,Salaried,45393,701,0.316,0,12.6,54,20394,1,0,0,143,2025-11-23,19027,0
503702,51,Male,East,Self-Employed,23681,673,0.157,0,5,73,6160,1,0,3,21,2025-10-15,25339,0
503703,47,Female,South,Student,31489,688,0.186,1,9.6,90,14051,0,0,1,45,2025-12-01,27364,0
503704,38,Female,East,Self-Employed,30260,,0.383,0,1.9,92,20776,0,0,1,86,2025-09-16,20543,0
503705,46,Female,Central,Self-Employed,20927,724,0.316,2,4.3,55,7305,3,0,2,68,2025-10-29,30865,0
503706,57,Male,West,Salaried,44412,718,0.316,0,1.6,85,29222,2,1,0,25,2025-11-09,18723,0
503707,53,Female,South,,52474,649,0.328,2,5.6,66,36415,1,0,3,119,2025-11-05,74567,0
503708,,Female,East,Retired,30549,618,0.554,0,4.9,34,16847,0,0,1,21,2025-11-15,43406,0
503709,20,Male,Central,Salaried,87487,736,0.435,1,2.2,87,54373,0,0,1,61,2025-11-05,133963,0
503710,42,Male,West,Salaried,35120,739,0.375,0,1.9,69,11882,0,0,0,31,2025-11-28,18964,0
503711,35,Male,West,Salaried,58291,708,0.28,0,8.3,92,23564,2,0,2,39,2025-09-12,44704,0
503712,18,Male,South,Salaried,26878,720,0.346,1,2.6,79,15233,0,0,1,44,2025-09-26,25346,0
503713,25,Female,,Salaried,27582,710,0.31,1,3.6,77,18524,0,0,2,47,2025-09-19,28980,0
503714,,Female,West,Self-Employed,,688,0.547,0,2.6,45,7819,1,0,2,18,2025-10-21,15925,0
503715,49,Female,Central,Salaried,37773,658,0.159,0,1.4,81,27756,1,0,3,49,2025-09-07,55952,0
503716,,Male,South,Salaried,51146,746,0.866,1,2.8,33,36589,0,1,4,56,2025-11-21,42995,0
503717,24,Female,South,Self-Employed,84607,572,0.109,0,5.5,60,49714,0,0,0,71,2025-11-01,130411,0
503718,42,Female,Central,Self-Employed,40430,603,0.252,1,1.6,87,15795,0,0,1,36,2025-11-20,45257,0
503719,41,Female,South,Student,31795,645,0.226,0,3.8,64,15647,0,1,3,92,2025-11-26,46698,0
503720,,Female,East,Salaried,48745,658,0.176,1,6.3,66,36398,1,1,1,64,2025-09-06,58272,0
503721,47,Female,North,Self-Employed,41138,644,0.255,0,2,58,17831,1,0,2,26,2025-11-24,47759,0
503722,38,Male,North,Self-Employed,48220,585,0.368,0,6.6,103,17288,3,1,2,107,2025-09-25,52714,0
503723,32,Female,North,Salaried,33015,740,0.141,0,1.6,76,22453,2,0,2,28,2025-11-14,20204,0
503724,35,Male,Central,Student,29352,678,0.155,1,3.2,13,8214,0,0,0,48,2025-09-18,14041,0
503725,39,Female,East,Salaried,35512,738,0.602,0,1.1,56,12609,1,0,2,23,2025-10-27,17117,0
503726,31,Female,North,Unemployed,102039,668,0.496,0,2.9,39,66215,0,0,0,75,2025-11-29,127522,0
503727,27,Female,North,,36854,686,0.335,1,1.7,91,22897,0,0,1,20,2025-09-04,55674,0
503728,38,Male,North,Salaried,87860,605,0.173,1,0.8,73,39340,2,0,0,99,2025-11-23,124603,0
503729,50,Female,Central,Salaried,36283,690,0.501,0,2.1,74,15712,0,0,0,46,2025-10-20,51106,0
503730,55,Male,West,Unemployed,16129,680,0.089,1,2.9,7,11250,1,0,3,105,2025-09-24,14905,0
503731,40,Male,Central,Student,45027,794,0.132,2,1.7,31,24322,3,0,3,50,2025-10-23,36287,0
503732,40,Male,East,Salaried,54277,642,0.462,1,5.8,103,37354,0,0,1,79,2025-11-19,42530,0
503733,41,Female,North,Salaried,48387,,0.407,1,6.3,44,14872,0,0,1,27,2025-09-15,32213,0
503734,40,Male,East,Salaried,51760,658,0.212,0,4.4,58,14183,1,1,2,69,2025-11-23,25710,0
503735,44,Female,South,Salaried,38124,764,0.413,0,6.5,5,28449,0,1,2,63,2025-10-01,60274,0
503736,18,Male,North,Self-Employed,65626,536,0.304,0,5.1,110,36024,0,0,1,39,2025-10-02,30736,0
503737,21,Male,Central,Salaried,40290,717,,0,3.9,98,25715,1,0,1,76,2025-10-09,17958,0
503738,22,Female,Central,Salaried,32817,731,0.146,1,4.2,50,21816,0,0,2,52,2025-11-11,20737,0
503739,18,Male,West,Salaried,36832,647,0.528,1,5.5,55,17757,0,0,1,50,2025-10-13,24177,0
503740,44,Female,East,Self-Employed,27884,769,0.563,1,1.9,74,14977,1,0,2,53,2025-11-28,39326,0
503741,37,Female,North,Student,40487,718,0.394,0,3.2,76,30238,0,0,1,23,2025-10-17,12125,0
503742,23,Male,South,Self-Employed,15000,665,0.304,1,1,61,7799,0,1,3,52,2025-09-20,3908,0
503743,35,Female,South,Salaried,48443,699,0.448,1,2.9,59,25544,0,1,1,8,2025-09-20,53227,0
503744,49,Female,East,,15000,,0.529,0,7.8,41,7853,1,2,5,55,2025-09-24,14001,1
503745,36,Female,South,Salaried,77446,714,0.381,2,4.8,16,45008,0,0,3,57,2025-09-29,88118,0
503746,51,Male,East,Retired,38458,652,0.289,0,4.8,59,18653,0,0,4,63,2025-10-21,59381,0
503747,51,Male,South,Self-Employed,28382,764,0.29,0,2.5,62,16291,0,0,1,42,2025-09-26,23900,0
503748,41,Male,East,Salaried,39244,589,0.532,0,3.4,46,18302,1,0,1,96,2025-11-19,24418,0
503749,41,Male,Central,Salaried,44807,599,0.68,2,4.1,51,24205,0,1,2,8,2025-09-26,62914,0
503750,43,Male,South,Salaried,23218,710,0.357,0,1.3,66,10064,1,0,2,14,2025-10-23,20156,0
503751,32,Male,West,Self-Employed,25773,639,0.524,0,1.6,59,16896,1,0,4,46,2025-10-27,7135,0
503752,34,Male,East,Unemployed,57198,628,0.242,0,1.5,101,22156,1,1,4,97,2025-11-18,82079,0
503753,34,Male,South,Self-Employed,47737,649,0.164,0,4.9,56,17885,0,0,2,44,2025-10-19,38031,0
503754,41,Male,North,Salaried,,742,0.298,0,2.4,57,50604,0,0,0,180,2025-09-27,73895,0
503755,32,Male,South,Self-Employed,28820,635,0.493,3,14.3,78,25708,3,0,2,43,2025-09-17,45669,1
503756,31,Female,South,Unemployed,52603,763,0.444,0,4.6,14,29960,0,3,2,61,2025-10-03,12108,0
503757,34,Female,West,Retired,41914,671,0.497,0,4.9,70,22631,1,0,2,48,2025-09-08,10184,0
503758,39,Female,East,Self-Employed,39106,,0.529,0,7.7,67,23412,2,1,1,33,2025-11-19,19578,0
503759,52,Male,,Salaried,39940,688,0.168,0,1.7,62,29254,0,0,0,90,2025-09-07,50701,0
503760,44,Male,South,Self-Employed,31347,631,0.227,0,4.4,60,22517,0,0,1,83,2025-09-10,7691,0
503761,25,Male,Central,Unemployed,15000,580,0.62,3,13.7,37,9421,0,1,3,39,2025-11-08,35891,1
503762,30,Female,South,Self-Employed,28771,577,,0,0.8,46,13555,0,0,1,61,2025-09-24,37352,0
503763,22,Male,West,Salaried,52957,640,0.334,1,2,96,36416,0,0,4,29,2025-11-08,44999,0
503764,54,Male,West,Self-Employed,72558,756,0.41,0,1.6,89,44598,0,1,5,84,2025-11-10,34337,0
503765,31,Female,West,,26267,655,0.547,1,11.6,51,11873,0,1,2,13,2025-11-29,35906,0
503766,28,Male,Central,Unemployed,39181,538,0.249,5,26.1,80,17984,3,1,7,66,2025-10-14,87907,1
503767,33,Female,North,Self-Employed,24295,738,0.183,1,0.6,58,10577,0,0,3,17,2025-10-18,19076,0
503768,35,Male,South,Student,,764,0.399,1,1.3,123,20987,1,0,2,55,2025-11-26,25931,0
503769,19,Male,East,Student,67298,718,0.65,0,5.6,52,33912,1,0,1,2,2025-11-01,89860,0
503770,27,Male,Central,Self-Employed,36358,499,0.66,1,15.7,9,25680,2,2,5,38,2025-09-27,92417,1
503771,46,Female,North,Salaried,36503,800,0.301,0,3.5,40,12072,0,0,1,37,2025-11-19,7306,0
503772,21,Female,West,Salaried,64320,629,0.418,0,0.4,82,26217,1,0,2,48,2025-09-03,63154,0
503773,37,Male,East,Salaried,35253,749,0.074,1,7.1,77,13674,1,0,1,18,2025-10-09,33267,0
503774,21,Male,North,Student,63453,773,0.362,0,3.2,119,21945,0,0,3,43,2025-09-10,42155,0
503775,56,Female,South,Salaried,32255,611,0.527,0,0.5,64,16428,0,0,1,42,2025-10-11,45953,0
503776,33,Male,North,Salaried,34819,787,0.416,1,5.4,59,14281,2,1,0,27,2025-09-16,9863,0
503777,22,Female,North,Salaried,58078,771,0.178,0,12.9,74,26066,0,1,1,29,2025-11-28,79156,0
503778,43,Female,South,Self-Employed,,666,,0,4.6,61,62285,1,0,4,41,2025-09-26,79517,0
503779,45,Male,Central,Salaried,32263,708,0.59,0,1.9,36,15210,0,1,3,44,2025-11-18,45504,0
503780,25,Female,West,Salaried,69260,691,0.484,0,0.9,86,21019,0,0,5,42,2025-11-04,103890,0
503781,35,Female,West,Self-Employed,32369,751,0.496,1,2.1,95,19345,0,1,0,55,2025-11-23,26857,0
503782,45,Male,South,Salaried,32281,638,,0,2.5,82,8882,0,1,1,73,2025-10-07,45210,0
503783,41,Male,Central,Salaried,64308,638,0.467,1,2.6,64,31540,1,0,2,36,2025-11-19,32589,0
503784,47,Female,West,Salaried,30207,635,0.854,7,9.4,83,27085,0,0,2,21,2025-10-16,72378,1
503785,44,Male,North,Self-Employed,30193,789,0.207,2,5,68,15434,1,0,4,33,2025-09-05,27913,0
503786,47,Male,East,Salaried,33614,686,0.398,1,3.4,44,13777,0,1,2,64,2025-10-30,13353,0
503787,49,Male,South,Salaried,40676,721,0.447,0,2,82,,1,0,0,11,2025-09-26,24155,0
503788,44,Female,East,Salaried,35797,749,0.146,0,3.8,69,13613,0,0,5,27,2025-09-28,42569,0
503789,,Female,East,Salaried,55509,652,0.323,0,5.6,19,40687,0,1,3,18,2025-09-11,18474,0
503790,41,Female,Central,Salaried,37272,642,0.63,0,4,56,21267,0,1,2,74,2025-10-27,13871,0
503791,30,Female,North,Unemployed,36266,564,0.646,6,22.2,66,24520,2,3,4,67,2025-09-26,97129,1
503792,26,Female,North,Self-Employed,24830,766,0.795,0,8.5,16,13298,0,0,4,72,2025-11-18,20495,0
503793,58,Female,East,Salaried,38851,675,0.279,2,6.6,61,27846,1,0,1,89,2025-09-09,11676,0
503794,22,Female,West,Salaried,47579,701,0.581,0,3.4,54,17673,1,0,2,67,2025-10-12,19011,0
503795,42,Male,North,Self-Employed,30503,659,0.458,2,3.1,28,9468,2,0,3,42,2025-09-20,6285,0
503796,34,Female,South,,42474,582,0.049,3,1,67,15540,0,0,2,60,2025-10-02,47471,0
503797,41,Male,North,Student,35353,773,0.801,1,11.1,39,22106,1,0,1,50,2025-10-05,34024,0
503798,50,Male,South,Self-Employed,32552,684,0.086,1,7.6,20,9250,1,0,0,57,2025-11-29,28899,0
503799,23,Female,North,Unemployed,38952,709,0.342,0,1.2,88,23100,0,0,0,51,2025-09-25,12279,0
503800,35,Male,South,Salaried,66546,784,0.044,0,4.1,59,23005,0,0,0,130,2025-10-05,86117,0
503801,32,Male,South,Self-Employed,36240,739,,0,4.3,74,24772,1,0,1,93,2025-11-20,21763,0
503802,36,Male,South,Student,37857,687,0.2,1,8.7,23,16830,2,0,1,66,2025-09-03,18403,0
503803,43,Male,North,Salaried,37290,641,0.294,0,1.3,82,17899,0,1,2,83,2025-09-30,11600,0
503804,36,Female,South,Self-Employed,28784,676,0.239,0,1.3,70,13936,1,0,2,35,2025-11-08,22637,0
503805,35,Male,West,Retired,44263,564,0.692,3,9.4,86,36479,3,3,3,55,2025-10-24,96371,1
503806,27,Female,South,,31724,588,0.148,1,5,50,10240,0,0,2,27,2025-10-03,34291,0
503807,47,Female,Central,Salaried,61027,651,0.165,0,5.5,94,21280,0,0,1,61,2025-09-28,19795,0
503808,46,Female,South,Student,30411,680,0.44,0,1.6,29,20471,2,0,2,78,2025-11-04,25796,0
503809,18,Female,West,Unemployed,19154,690,0.525,0,12.3,109,9553,3,0,4,13,2025-10-30,33280,1
503810,31,Male,East,Student,33722,616,0.315,0,3.7,50,23773,0,0,1,44,2025-11-19,22254,0
503811,27,Male,West,Unemployed,70887,748,0.557,0,7.7,33,50004,1,1,1,63,2025-11-16,98674,0
503812,36,Male,North,Salaried,48027,681,0.177,0,0.1,43,34635,1,1,1,57,2025-11-29,39113,0
503813,49,Male,East,Salaried,29916,649,0.822,6,27.8,40,20068,1,0,5,64,2025-10-30,56878,1
503814,49,Male,West,Salaried,64512,743,0.28,1,6.6,102,46023,1,0,2,49,2025-11-30,51750,0
503815,27,Male,North,Salaried,80128,631,0.505,1,2.7,50,,0,1,1,39,2025-09-04,76412,0
503816,27,Male,West,Salaried,57543,674,0.55,2,0.6,80,35690,2,0,3,30,2025-11-15,58494,0
503817,49,Female,East,Salaried,20596,459,0.641,4,19.6,11,13814,0,1,3,129,2025-11-21,29133,1
503818,41,Male,Central,Unemployed,25894,717,0.261,0,11.4,68,10382,0,1,1,75,2025-09-15,20548,0
503819,40,Female,North,Student,44003,625,0.22,1,3.1,61,22558,0,0,2,49,2025-09-14,18031,0
503820,25,Male,Central,Salaried,80162,581,0.327,1,2.1,85,22540,1,1,3,23,2025-09-14,125650,0
503821,42,Female,North,,21637,615,0.806,1,12.5,58,16810,3,0,4,37,2025-09-14,35168,1
503822,23,Female,East,Student,43481,527,0.102,1,7.2,41,10950,0,1,1,35,2025-09-15,24619,0
503823,50,Female,Central,Salaried,37161,679,0.328,0,3.6,71,10312,2,2,3,101,2025-10-07,17518,0
503824,64,Male,North,Retired,,718,0.729,1,1,102,26291,0,1,2,7,2025-11-19,69726,0
503825,35,Male,North,Salaried,30646,759,0.55,0,3.2,87,17898,0,0,1,57,2025-11-15,24279,0
503826,38,Male,West,Unemployed,,615,0.414,1,4.9,57,15131,1,0,1,39,2025-09-15,11248,0
503827,43,Male,North,Salaried,28376,677,0.523,0,3.6,95,19820,0,0,2,41,2025-11-08,7145,0
503828,34,Female,North,Salaried,45609,624,0.513,0,6.4,46,23336,0,0,5,61,2025-11-01,20277,0
503829,35,Male,West,Self-Employed,30072,644,0.239,1,3.3,86,16234,1,2,4,36,2025-10-28,32967,0
503830,34,Female,North,Unemployed,42181,773,0.109,1,4,41,22160,1,1,0,23,2025-11-26,65737,0
503831,41,Female,South,Student,62842,785,0.187,0,2.9,23,23066,2,0,1,51,2025-11-22,95794,0
503832,31,Male,East,Salaried,57665,,0.262,0,1.1,40,18161,1,1,3,77,2025-10-03,11826,0
503833,18,Male,East,Salaried,32590,683,0.311,1,1.9,65,13301,0,0,0,17,2025-11-13,15639,0
503834,19,Male,South,Salaried,20453,700,0.234,1,2.4,116,8104,0,0,3,38,2025-11-10,19462,0
503835,49,Female,East,Salaried,22837,667,0.212,0,2.4,50,16285,2,0,1,139,2025-11-21,11564,0
503836,41,Male,East,Salaried,37185,578,0.059,1,7.1,36,20795,0,1,1,19,2025-11-22,30892,0
503837,19,Male,,Retired,46710,709,0.189,0,1,54,34836,0,0,2,23,2025-09-10,27876,0
503838,38,Female,South,Self-Employed,25195,766,0.195,0,2.2,33,9253,1,1,1,18,2025-11-02,24083,0
503839,56,Male,East,Retired,72036,731,0.336,1,6,61,42807,1,0,3,52,2025-09-24,23765,0
503840,47,Male,North,Self-Employed,17816,517,0.794,2,16.8,46,11194,3,1,1,29,2025-09-06,41155,1
503841,18,Female,South,Salaried,20665,690,0.496,0,2.1,71,10134,0,0,4,75,2025-09-14,11711,0
503842,27,Male,Central,Salaried,116145,698,0.177,0,3.5,85,73800,1,1,1,27,2025-10-11,140903,0
503843,49,Female,Central,Student,62193,782,0.331,3,2.4,87,28319,1,0,2,31,2025-11-10,16810,0
503844,,Male,West,Unemployed,24949,652,0.312,2,4.4,70,8796,0,0,2,22,2025-10-06,35306,0
503845,47,Female,North,Self-Employed,21068,748,0.324,0,1.5,24,10309,0,0,5,42,2025-10-06,6156,0
503846,35,Female,Central,,45131,653,0.273,0,4.8,73,12264,0,1,4,36,2025-09-12,48283,0
503847,31,Female,North,Salaried,28465,642,0.48,0,1.1,55,7499,1,1,5,116,2025-11-19,13608,0
503848,38,Female,South,Salaried,55703,674,0.499,0,5.2,85,33860,0,0,1,85,2025-10-12,83736,0
503849,50,Female,Central,Self-Employed,40000,712,0.441,0,5.5,76,29920,1,0,1,104,2025-09-23,63764,0
503850,32,Male,East,Self-Employed,38235,718,0.095,0,8.5,55,20767,0,1,2,66,2025-09-08,19885,0
503851,22,Male,West,Salaried,33628,656,0.347,0,15.2,50,18059,0,0,2,12,2025-10-20,34902,0
503852,42,Female,North,Salaried,50653,650,0.202,2,7.5,83,33969,0,0,0,22,2025-10-07,53029,0
503853,18,Male,North,Salaried,25826,732,0.236,0,3.7,74,19347,1,0,4,84,2025-10-26,15294,0
503854,27,Female,North,Salaried,30977,651,0.41,0,0.9,65,13902,0,0,3,54,2025-09-05,43845,0
503855,45,Female,West,Student,51961,668,0.808,1,6.1,110,32874,1,1,3,24,2025-11-08,12793,0
503856,45,Female,North,Self-Employed,55903,695,0.471,0,3.5,45,29959,0,0,8,55,2025-09-14,39559,0
503857,43,Male,South,Salaried,40162,629,0.18,1,3.8,13,21597,1,0,3,62,2025-11-18,39517,0
503858,33,Female,,Self-Employed,28465,640,0.192,1,2,64,13594,0,1,3,56,2025-11-24,18322,0
503859,46,Female,East,Salaried,80255,758,0.159,1,7.3,105,27591,0,0,2,16,2025-10-11,48816,0
503860,18,Male,South,Salaried,28277,749,0.167,1,4,79,18979,0,0,2,52,2025-11-09,5978,0
503861,34,Female,South,Student,25141,642,0.405,1,0.3,55,11201,0,0,0,37,2025-10-10,28069,0
503862,54,Male,East,Self-Employed,32219,743,0.379,0,2.1,58,23312,0,0,3,53,2025-10-23,28775,0
503863,42,Female,East,Salaried,26761,643,0.868,2,7,30,16258,0,0,3,23,2025-09-07,6538,0
503864,28,Female,South,Salaried,25317,645,,4,16.2,92,17143,1,0,1,25,2025-09-16,69743,1
503865,32,Male,South,Salaried,35970,670,,3,11.8,40,32191,2,0,7,43,2025-10-05,67739,1
503866,20,Female,West,Salaried,26782,642,0.382,0,9,92,9818,0,2,1,51,2025-10-08,34763,0
503867,,Female,South,Salaried,55309,744,0.582,0,3.5,52,21007,0,0,0,43,2025-09-29,70973,0
503868,36,Female,West,Salaried,53519,673,0.288,0,8.5,82,30145,1,1,3,78,2025-11-17,65764,0
503869,18,Female,North,Salaried,76152,777,0.148,1,2.7,36,27037,0,0,3,35,2025-11-15,42415,0
503870,31,Male,North,Salaried,31894,660,0.453,1,0.7,49,10314,0,0,0,25,2025-09-12,22026,0
503871,37,Female,East,Salaried,15606,600,0.295,0,4.2,56,3927,1,1,3,48,2025-11-01,9435,0
503872,26,Female,South,Salaried,46437,605,0.725,0,6.3,32,15765,1,0,1,81,2025-10-23,70522,0
503873,38,Female,East,Salaried,,684,0.732,3,10.4,80,24207,1,0,1,77,2025-09-20,88627,1
503874,39,Male,East,Student,53294,626,0.296,0,2.1,48,30336,0,0,1,57,2025-10-03,18486,0
503875,31,Female,North,Self-Employed,69264,666,0.274,1,3,44,43957,0,0,4,66,2025-10-06,98175,0
503876,30,Male,Central,Salaried,19468,,0.647,5,12,74,10089,3,0,5,27,2025-11-17,28209,1
503877,26,Female,North,Salaried,60404,671,0.223,0,13.3,74,42367,0,0,2,38,2025-09-03,26371,0
503878,44,Male,Central,Self-Employed,57831,727,0.303,0,0.5,63,33869,1,2,0,96,2025-09-12,31575,0
503879,45,Female,West,Salaried,59679,652,0.199,0,0.7,84,29392,1,0,2,25,2025-10-14,37903,0
503880,25,Male,South,Self-Employed,65843,685,0.18,3,3.8,51,21675,0,0,3,54,2025-09-05,86610,0
503881,47,Male,East,Student,27351,771,0.136,0,5.8,75,14481,1,0,3,75,2025-09-17,18992,0
503882,48,Male,Central,Self-Employed,39968,713,0.214,0,3.5,62,26625,0,0,2,24,2025-11-10,44612,0
503883,47,Female,North,Self-Employed,45932,699,0.266,0,5,45,25499,1,1,1,111,2025-11-23,21706,0
503884,65,Male,East,Unemployed,15000,491,0.494,1,24.5,71,8430,3,3,1,13,2025-11-01,22060,1
503885,43,Male,,Salaried,34096,651,0.013,0,7.8,87,22993,0,0,3,32,2025-10-08,51360,0
503886,37,Female,East,Salaried,33884,799,0.405,0,4.6,72,21575,0,0,3,25,2025-10-20,27808,0
503887,27,Female,,Unemployed,24415,724,0.316,0,5.7,31,9556,0,1,0,152,2025-10-05,17316,0
503888,24,Male,West,Salaried,,577,0.102,1,6.5,40,11174,0,0,0,63,2025-11-26,22715,0
503889,35,Male,Central,Student,37773,675,0.328,1,1.8,33,23106,0,0,3,84,2025-11-07,29319,0
503890,54,Female,North,Retired,62540,579,0.094,0,2.3,5,37179,0,0,1,42,2025-09-11,43398,0
503891,43,Male,Central,Self-Employed,44455,607,0.465,1,2.7,33,21123,0,0,2,55,2025-10-09,22361,0
503892,18,Male,Central,,16045,711,0.547,3,3.4,60,5773,0,0,3,56,2025-10-01,19613,0
503893,48,Male,West,Self-Employed,51291,757,0.689,0,0.5,84,37360,0,0,1,22,2025-11-20,69621,0
503894,21,Female,South,Salaried,35908,693,0.51,1,4.5,62,24284,1,0,2,72,2025-09-27,49703,0
503895,46,Male,East,Salaried,35617,672,0.286,1,1.1,29,13228,0,1,3,58,2025-09-19,33183,0
503896,29,Male,North,,30154,760,0.234,1,1.3,85,12303,0,1,1,51,2025-11-17,16000,0
503897,31,Male,North,Salaried,55022,645,0.695,0,1.5,59,16819,1,0,1,63,2025-09-21,52897,0
503898,45,Male,South,Salaried,63653,695,0.51,0,1.3,132,,0,1,3,56,2025-09-09,44987,0
503899,37,Male,Central,Salaried,49217,768,,0,1.5,54,13055,2,0,3,129,2025-11-02,10822,0
503900,24,Female,East,Retired,28083,647,0.069,1,3.2,108,8303,2,1,4,57,2025-10-24,22717,0
503901,49,Male,West,Self-Employed,52338,558,0.547,1,1.5,60,21272,0,0,2,61,2025-09-27,29958,0
503902,22,Female,East,Salaried,50801,696,0.201,0,1.2,65,34760,0,0,1,38,2025-09-27,35996,0
503903,44,Female,West,Self-Employed,,650,0.158,0,5.6,42,10906,0,1,2,73,2025-11-15,18918,0
503904,34,Female,East,Student,35687,700,0.1,0,4.4,42,13173,0,1,1,93,2025-11-03,18270,0
503905,38,Male,East,Salaried,57890,691,0.3,2,10.8,39,37452,0,1,1,10,2025-11-28,82976,0
503906,22,Male,North,Retired,23872,525,0.784,1,25,60,,0,0,1,16,2025-09-23,24010,1
503907,71,Male,East,Retired,21819,,0.759,3,22.7,79,,2,1,5,58,2025-10-21,55549,1
503908,33,Male,West,Retired,56271,715,0.707,0,0.5,88,33231,0,0,0,73,2025-11-09,30661,0
503909,26,Male,North,Unemployed,66330,752,0.292,0,5,28,47886,1,1,1,74,2025-11-19,102712,0
503910,29,Male,East,Salaried,49978,765,0.484,1,0.6,100,29092,1,0,1,81,2025-11-15,18940,0
503911,38,Female,South,Salaried,53138,696,0.721,1,0.4,88,36048,3,0,2,26,2025-10-31,30952,0
503912,41,Female,Central,Salaried,43899,687,0.671,1,2.9,60,21155,0,0,4,117,2025-09-30,12927,0
503913,40,Female,Central,Salaried,43730,509,0.69,0,22.8,64,34141,1,2,9,12,2025-11-01,45874,1
503914,38,Male,Central,Retired,31908,636,0.411,1,5.9,88,14515,2,2,4,54,2025-10-04,46426,0
503915,24,Male,North,Salaried,40579,720,0.464,0,4.9,26,27223,1,0,2,81,2025-11-09,47596,0
503916,54,Male,Central,Salaried,32348,785,0.665,2,2.2,88,16168,0,0,0,46,2025-10-30,8900,0
503917,52,Female,West,Salaried,52895,742,0.127,2,6.1,72,37670,0,0,0,9,2025-11-25,25816,0
503918,18,Male,Central,Salaried,39700,624,0.331,0,5.7,42,18105,0,0,3,24,2025-09-07,22872,0
503919,32,Female,East,Self-Employed,34803,793,0.151,1,7.9,65,20194,0,0,5,106,2025-11-12,13433,0
503920,50,Female,North,,42512,603,0.33,0,2.4,102,,0,0,1,28,2025-10-10,27127,0
503921,36,Male,West,Self-Employed,32012,684,0.691,1,4.1,50,13347,0,0,2,55,2025-10-25,24043,0
503922,44,Female,West,Salaried,46590,614,0.4,2,23.6,58,32489,1,2,5,55,2025-09-06,73693,1
503923,44,Male,North,Student,22357,764,0.105,0,3.5,30,6512,0,1,0,48,2025-09-03,18451,0
503924,39,Female,West,Self-Employed,15000,719,0.6,1,6.2,79,10289,0,0,1,40,2025-09-18,4420,0
503925,54,Male,North,Salaried,22698,615,0.36,1,13.3,60,13150,1,2,1,83,2025-11-04,28738,0
503926,58,Female,North,Salaried,67081,781,,1,5.8,81,29903,0,1,2,40,2025-11-16,70240,0
503927,25,Female,Central,Salaried,23013,622,0.242,0,8.2,70,8864,1,0,0,39,2025-10-28,9950,0
503928,39,Male,East,Salaried,33312,590,0.704,1,1.5,68,17209,1,1,1,7,2025-11-18,29359,0
503929,42,Male,Central,Unemployed,48988,621,0.454,1,3.9,66,18867,0,2,1,94,2025-10-22,33653,0
503930,61,Female,East,Salaried,16538,716,0.17,1,2.7,46,9509,0,1,2,52,2025-09-14,26185,0
503931,31,Female,North,Salaried,37858,787,0.422,1,4.9,82,20328,0,0,1,162,2025-10-25,36474,0
503932,59,Male,West,Salaried,16701,678,0.506,6,13.4,54,12337,1,2,4,146,2025-11-01,31932,1
503933,23,Male,East,Self-Employed,27570,559,0.338,0,2.4,83,9329,1,0,0,55,2025-10-25,27802,0
503934,48,Female,Central,Salaried,90097,684,0.461,0,2.9,107,64714,2,0,3,107,2025-11-02,27007,0
503935,56,Female,North,Salaried,36499,771,0.235,0,5.7,55,23176,0,1,2,117,2025-11-30,32234,0
503936,54,Male,West,Salaried,42017,676,0.419,0,6.1,56,22116,1,0,3,70,2025-10-12,42049,0
503937,37,Other,East,Unemployed,39308,717,0.289,1,5,43,28058,3,1,2,24,2025-11-14,59735,0
503938,35,Male,North,Self-Employed,38271,731,0.44,1,5.2,55,22677,1,0,2,27,2025-10-13,28521,0
503939,72,Male,North,Self-Employed,46740,713,0.24,0,2.6,76,11866,0,0,2,58,2025-10-31,42144,0
503940,34,Male,Central,Salaried,37469,796,0.517,2,4.6,89,16748,2,2,0,40,2025-11-27,53430,0
503941,18,Male,South,Self-Employed,65664,673,0.378,0,2.5,90,33903,0,0,4,21,2025-10-25,48223,0
503942,36,Male,South,Salaried,38824,636,0.394,1,1.5,63,11530,0,1,3,19,2025-09-22,47258,0
503943,41,Female,South,Salaried,28179,691,0.369,0,3.8,7,15296,0,0,2,70,2025-09-21,31188,0
503944,22,Male,West,Salaried,40691,682,0.39,0,1.8,67,21474,2,0,2,37,2025-10-23,53970,0
503945,42,Female,West,Self-Employed,50167,644,0.709,1,2.4,73,14240,0,1,2,45,2025-11-23,38913,0
503946,18,Female,West,Self-Employed,51874,,0.19,1,4.3,55,18410,2,0,2,44,2025-09-15,50950,0
503947,24,Female,North,Salaried,38398,649,0.112,1,4.4,61,12451,0,0,2,45,2025-10-14,17544,0
503948,18,Male,West,Salaried,15000,613,0.423,0,3.6,72,9953,1,0,1,95,2025-09-06,5676,0
503949,43,Female,North,Self-Employed,43825,790,0.467,1,8.4,82,19582,1,0,5,30,2025-09-07,61485,0
